timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], clocks.current.graphics [MHz], clocks.current.memory [MHz], temperature.gpu
2026/02/15 19:59:36.197, 99, 4, 1937, 97887, 101.43, 420, 12481, 87
2026/02/15 19:59:37.197, 99, 4, 1939, 97887, 100.67, 420, 12481, 87
2026/02/15 19:59:38.197, 99, 4, 1939, 97887, 99.98, 420, 12481, 87
2026/02/15 19:59:39.197, 99, 4, 1939, 97887, 101.48, 420, 12481, 87
2026/02/15 19:59:40.197, 99, 4, 1939, 97887, 100.46, 420, 12481, 87
2026/02/15 19:59:41.198, 99, 4, 1939, 97887, 101.39, 420, 12481, 87
2026/02/15 19:59:42.198, 99, 4, 1939, 97887, 100.67, 420, 12481, 87
2026/02/15 19:59:43.198, 99, 4, 1939, 97887, 100.99, 420, 12481, 87
2026/02/15 19:59:44.198, 99, 4, 1939, 97887, 101.07, 420, 12481, 87
2026/02/15 19:59:45.198, 99, 4, 1939, 97887, 100.38, 420, 12481, 87
2026/02/15 19:59:46.198, 99, 4, 1939, 97887, 100.73, 420, 12481, 87
2026/02/15 19:59:47.198, 99, 4, 1939, 97887, 100.86, 420, 12481, 87
2026/02/15 19:59:48.199, 99, 4, 1939, 97887, 101.84, 420, 12481, 87
2026/02/15 19:59:49.199, 99, 4, 1939, 97887, 100.94, 420, 12481, 87
2026/02/15 19:59:50.199, 99, 4, 1939, 97887, 100.33, 420, 12481, 87
2026/02/15 19:59:51.199, 99, 4, 1939, 97887, 100.04, 420, 12481, 87
2026/02/15 19:59:52.199, 99, 4, 1939, 97887, 100.38, 420, 12481, 87
2026/02/15 19:59:53.199, 99, 4, 1939, 97887, 101.15, 420, 12481, 87
2026/02/15 19:59:54.199, 99, 4, 1939, 97887, 102.08, 420, 12481, 87
2026/02/15 19:59:55.199, 98, 4, 1939, 97887, 103.23, 420, 12481, 87
2026/02/15 19:59:56.200, 99, 4, 1939, 97887, 100.12, 420, 12481, 87
2026/02/15 19:59:57.200, 99, 4, 1939, 97887, 100.76, 420, 12481, 87
2026/02/15 19:59:58.200, 99, 4, 1939, 97887, 102.66, 420, 12481, 87
2026/02/15 19:59:59.200, 99, 4, 1939, 97887, 103.00, 420, 12481, 87
2026/02/15 20:00:00.200, 99, 4, 1939, 97887, 101.75, 420, 12481, 87
2026/02/15 20:00:01.200, 99, 4, 1939, 97887, 101.99, 420, 12481, 87
2026/02/15 20:00:02.200, 99, 4, 1939, 97887, 101.68, 420, 12481, 87
2026/02/15 20:00:03.201, 99, 4, 1939, 97887, 101.47, 420, 12481, 88
2026/02/15 20:00:04.201, 99, 4, 1939, 97887, 101.60, 420, 12481, 87
2026/02/15 20:00:05.201, 99, 4, 1939, 97887, 102.55, 420, 12481, 88
2026/02/15 20:00:06.201, 99, 4, 1939, 97887, 102.04, 420, 12481, 88
2026/02/15 20:00:07.201, 99, 4, 1939, 97887, 101.85, 420, 12481, 88
2026/02/15 20:00:08.201, 99, 4, 1939, 97887, 102.38, 420, 12481, 88
2026/02/15 20:00:09.202, 99, 4, 1939, 97887, 101.67, 420, 12481, 88
2026/02/15 20:00:10.202, 99, 4, 1939, 97887, 104.39, 420, 12481, 88
2026/02/15 20:00:11.202, 99, 4, 1939, 97887, 103.64, 420, 12481, 88
2026/02/15 20:00:12.202, 99, 4, 1939, 97887, 102.86, 420, 12481, 88
2026/02/15 20:00:13.202, 99, 4, 1939, 97887, 102.44, 420, 12481, 88
2026/02/15 20:00:14.202, 99, 4, 1939, 97887, 103.36, 420, 12481, 88
2026/02/15 20:00:15.202, 99, 4, 1939, 97887, 104.58, 420, 12481, 88
2026/02/15 20:00:16.202, 99, 4, 1939, 97887, 102.39, 420, 12481, 88
2026/02/15 20:00:17.203, 99, 4, 1939, 97887, 100.92, 420, 12481, 88
2026/02/15 20:00:18.203, 99, 4, 1939, 97887, 102.62, 420, 12481, 88
2026/02/15 20:00:19.203, 99, 4, 1939, 97887, 103.96, 420, 12481, 88
2026/02/15 20:00:20.203, 99, 4, 1939, 97887, 101.05, 420, 12481, 88
2026/02/15 20:00:21.203, 99, 4, 1939, 97887, 102.44, 420, 12481, 88
2026/02/15 20:00:22.203, 99, 4, 1939, 97887, 102.71, 420, 12481, 88
2026/02/15 20:00:23.203, 99, 4, 1939, 97887, 102.97, 420, 12481, 88
2026/02/15 20:00:24.203, 99, 4, 1939, 97887, 102.55, 420, 12481, 88
2026/02/15 20:00:25.204, 99, 4, 1939, 97887, 103.15, 420, 12481, 88
2026/02/15 20:00:26.204, 99, 4, 1939, 97887, 102.90, 420, 12481, 88
2026/02/15 20:00:27.204, 99, 4, 1939, 97887, 103.46, 420, 12481, 88
2026/02/15 20:00:28.204, 99, 4, 1939, 97887, 102.71, 420, 12481, 88
2026/02/15 20:00:29.204, 99, 4, 1939, 97887, 103.08, 420, 12481, 88
2026/02/15 20:00:30.204, 99, 4, 1939, 97887, 103.22, 420, 12481, 88
2026/02/15 20:00:31.204, 99, 4, 1939, 97887, 103.39, 420, 12481, 88
2026/02/15 20:00:32.204, 99, 4, 1939, 97887, 105.62, 420, 12481, 88
2026/02/15 20:00:33.205, 99, 4, 1939, 97887, 104.96, 420, 12481, 89
2026/02/15 20:00:34.205, 99, 4, 1939, 97887, 104.24, 420, 12481, 89
2026/02/15 20:00:35.205, 99, 4, 1939, 97887, 104.36, 420, 12481, 89
2026/02/15 20:00:36.205, 99, 4, 1939, 97887, 105.64, 420, 12481, 89
2026/02/15 20:00:37.205, 99, 4, 1939, 97887, 103.37, 420, 12481, 89
2026/02/15 20:00:38.205, 99, 4, 1939, 97887, 101.69, 420, 12481, 89
2026/02/15 20:00:39.206, 99, 4, 1939, 97887, 102.68, 420, 12481, 89
2026/02/15 20:00:40.206, 99, 4, 1939, 97887, 104.38, 420, 12481, 89
2026/02/15 20:00:41.207, 99, 4, 1939, 97887, 104.31, 420, 12481, 89
