timestamp, pci.bus_id, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], pcie.link.gen.current, pcie.link.width.current
2026/02/12 15:53:39.629, 00000000:01:00.0, 94 %, 61 %, 2089 MiB, 16303 MiB, 58, 146.08 W, 2835 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:39.830, 00000000:01:00.0, 94 %, 61 %, 2087 MiB, 16303 MiB, 58, 146.08 W, 2835 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:40.031, 00000000:01:00.0, 94 %, 61 %, 775 MiB, 16303 MiB, 58, 146.08 W, 2835 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:40.233, 00000000:01:00.0, 1 %, 1 %, 1769 MiB, 16303 MiB, 50, 217.25 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:53:40.435, 00000000:01:00.0, 1 %, 1 %, 777 MiB, 16303 MiB, 50, 217.25 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:53:40.649, 00000000:01:00.0, 1 %, 0 %, 1007 MiB, 16303 MiB, 48, 137.68 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:40.850, 00000000:01:00.0, 1 %, 0 %, 2081 MiB, 16303 MiB, 48, 137.68 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:41.052, 00000000:01:00.0, 1 %, 0 %, 2081 MiB, 16303 MiB, 48, 137.68 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:41.253, 00000000:01:00.0, 95 %, 63 %, 2079 MiB, 16303 MiB, 57, 101.01 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:41.454, 00000000:01:00.0, 95 %, 63 %, 2079 MiB, 16303 MiB, 57, 101.01 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:41.654, 00000000:01:00.0, 95 %, 58 %, 2101 MiB, 16303 MiB, 59, 196.31 W, 2835 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:41.855, 00000000:01:00.0, 95 %, 58 %, 2101 MiB, 16303 MiB, 59, 196.31 W, 2835 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:42.056, 00000000:01:00.0, 95 %, 58 %, 2101 MiB, 16303 MiB, 59, 196.31 W, 2835 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:42.258, 00000000:01:00.0, 95 %, 63 %, 2101 MiB, 16303 MiB, 61, 244.18 W, 2835 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:42.459, 00000000:01:00.0, 95 %, 63 %, 2101 MiB, 16303 MiB, 61, 244.18 W, 2835 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:42.660, 00000000:01:00.0, 94 %, 63 %, 2101 MiB, 16303 MiB, 61, 249.18 W, 2835 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:42.861, 00000000:01:00.0, 94 %, 63 %, 2101 MiB, 16303 MiB, 61, 249.18 W, 2835 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:43.062, 00000000:01:00.0, 94 %, 63 %, 2101 MiB, 16303 MiB, 61, 249.18 W, 2835 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:43.264, 00000000:01:00.0, 95 %, 62 %, 2101 MiB, 16303 MiB, 61, 253.24 W, 2835 MHz, 13801 MHz, 5, 16

# Benchmark phase markers
# MARKER: START pp1024+tg16 @ 2026/02/12 15:53:34.989626
# MARKER: END pp1024+tg16 @ 2026/02/12 15:53:36.041897
# MARKER: START pp1024+tg1024 @ 2026/02/12 15:53:36.041952
# MARKER: END pp1024+tg1024 @ 2026/02/12 15:53:39.984278
# MARKER: START pp16+tg1536 @ 2026/02/12 15:53:39.984356
# MARKER: END pp16+tg1536 @ 2026/02/12 15:53:43.403510
