timestamp, pci.bus_id, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], pcie.link.gen.current, pcie.link.width.current
2026/02/12 15:49:43.671, 00000000:01:00.0, 1 %, 5 %, 2082 MiB, 16303 MiB, 34, 19.16 W, 457 MHz, 405 MHz, 1, 16
2026/02/12 15:49:43.872, 00000000:01:00.0, 0 %, 15 %, 2082 MiB, 16303 MiB, 34, 16.75 W, 270 MHz, 405 MHz, 1, 16
2026/02/12 15:49:44.073, 00000000:01:00.0, 0 %, 15 %, 2082 MiB, 16303 MiB, 34, 16.75 W, 270 MHz, 405 MHz, 1, 16
2026/02/12 15:49:44.274, 00000000:01:00.0, 0 %, 12 %, 2082 MiB, 16303 MiB, 33, 16.20 W, 187 MHz, 405 MHz, 1, 16
2026/02/12 15:49:44.475, 00000000:01:00.0, 0 %, 12 %, 2082 MiB, 16303 MiB, 33, 16.20 W, 187 MHz, 405 MHz, 1, 16
2026/02/12 15:49:44.677, 00000000:01:00.0, 0 %, 12 %, 2093 MiB, 16303 MiB, 33, 16.20 W, 187 MHz, 405 MHz, 1, 16
2026/02/12 15:49:44.878, 00000000:01:00.0, 7 %, 15 %, 2093 MiB, 16303 MiB, 34, 16.65 W, 510 MHz, 405 MHz, 1, 16
2026/02/12 15:49:45.079, 00000000:01:00.0, 7 %, 15 %, 2093 MiB, 16303 MiB, 34, 16.65 W, 510 MHz, 405 MHz, 1, 16
2026/02/12 15:49:45.280, 00000000:01:00.0, 0 %, 6 %, 2093 MiB, 16303 MiB, 33, 17.39 W, 337 MHz, 405 MHz, 1, 16
2026/02/12 15:49:45.482, 00000000:01:00.0, 0 %, 6 %, 2093 MiB, 16303 MiB, 33, 17.39 W, 337 MHz, 405 MHz, 1, 16
2026/02/12 15:49:45.683, 00000000:01:00.0, 0 %, 6 %, 2093 MiB, 16303 MiB, 33, 17.39 W, 337 MHz, 405 MHz, 1, 16
2026/02/12 15:49:45.884, 00000000:01:00.0, 1 %, 11 %, 2093 MiB, 16303 MiB, 33, 16.62 W, 217 MHz, 405 MHz, 1, 16
2026/02/12 15:49:46.085, 00000000:01:00.0, 1 %, 11 %, 2093 MiB, 16303 MiB, 33, 16.62 W, 217 MHz, 405 MHz, 1, 16
2026/02/12 15:49:46.287, 00000000:01:00.0, 0 %, 8 %, 2093 MiB, 16303 MiB, 33, 15.14 W, 180 MHz, 405 MHz, 1, 16
2026/02/12 15:49:46.488, 00000000:01:00.0, 0 %, 8 %, 2093 MiB, 16303 MiB, 33, 15.14 W, 180 MHz, 405 MHz, 1, 16
2026/02/12 15:49:46.689, 00000000:01:00.0, 0 %, 8 %, 2093 MiB, 16303 MiB, 33, 15.14 W, 180 MHz, 405 MHz, 1, 16
2026/02/12 15:49:46.891, 00000000:01:00.0, 0 %, 5 %, 2093 MiB, 16303 MiB, 33, 14.99 W, 180 MHz, 405 MHz, 1, 16
2026/02/12 15:49:47.092, 00000000:01:00.0, 0 %, 5 %, 2093 MiB, 16303 MiB, 33, 14.99 W, 180 MHz, 405 MHz, 1, 16
2026/02/12 15:49:47.293, 00000000:01:00.0, 64 %, 24 %, 728 MiB, 16303 MiB, 36, 36.22 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:47.494, 00000000:01:00.0, 64 %, 24 %, 1519 MiB, 16303 MiB, 36, 36.22 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:47.695, 00000000:01:00.0, 64 %, 24 %, 1557 MiB, 16303 MiB, 36, 36.22 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:47.897, 00000000:01:00.0, 0 %, 0 %, 1557 MiB, 16303 MiB, 35, 51.47 W, 2865 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:48.097, 00000000:01:00.0, 0 %, 0 %, 728 MiB, 16303 MiB, 35, 51.47 W, 2865 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:48.299, 00000000:01:00.0, 0 %, 0 %, 1519 MiB, 16303 MiB, 36, 63.47 W, 2865 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:48.500, 00000000:01:00.0, 0 %, 0 %, 716 MiB, 16303 MiB, 36, 63.47 W, 2865 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:48.701, 00000000:01:00.0, 0 %, 0 %, 728 MiB, 16303 MiB, 36, 63.47 W, 2865 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:48.902, 00000000:01:00.0, 1 %, 0 %, 2078 MiB, 16303 MiB, 36, 67.25 W, 2865 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:49.103, 00000000:01:00.0, 1 %, 0 %, 2078 MiB, 16303 MiB, 36, 67.25 W, 2865 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:49.304, 00000000:01:00.0, 95 %, 40 %, 2078 MiB, 16303 MiB, 44, 92.91 W, 2865 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:49.505, 00000000:01:00.0, 95 %, 40 %, 2078 MiB, 16303 MiB, 44, 92.91 W, 2865 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:49.706, 00000000:01:00.0, 95 %, 40 %, 2078 MiB, 16303 MiB, 44, 92.91 W, 2865 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:49.907, 00000000:01:00.0, 96 %, 40 %, 2077 MiB, 16303 MiB, 45, 142.49 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:50.108, 00000000:01:00.0, 96 %, 40 %, 2077 MiB, 16303 MiB, 45, 142.49 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:50.309, 00000000:01:00.0, 96 %, 41 %, 2077 MiB, 16303 MiB, 46, 182.39 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:50.509, 00000000:01:00.0, 96 %, 41 %, 2077 MiB, 16303 MiB, 46, 182.39 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:50.710, 00000000:01:00.0, 96 %, 41 %, 2077 MiB, 16303 MiB, 46, 182.39 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:50.911, 00000000:01:00.0, 96 %, 40 %, 2077 MiB, 16303 MiB, 46, 182.52 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:51.113, 00000000:01:00.0, 96 %, 40 %, 2077 MiB, 16303 MiB, 46, 182.52 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:51.314, 00000000:01:00.0, 96 %, 39 %, 2077 MiB, 16303 MiB, 46, 170.68 W, 2865 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:51.515, 00000000:01:00.0, 96 %, 39 %, 2077 MiB, 16303 MiB, 46, 170.68 W, 2865 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:51.716, 00000000:01:00.0, 96 %, 39 %, 726 MiB, 16303 MiB, 46, 170.68 W, 2865 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:51.917, 00000000:01:00.0, 59 %, 24 %, 745 MiB, 16303 MiB, 40, 166.76 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:52.120, 00000000:01:00.0, 59 %, 24 %, 716 MiB, 16303 MiB, 40, 166.76 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:52.321, 00000000:01:00.0, 2 %, 1 %, 728 MiB, 16303 MiB, 38, 115.59 W, 2865 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:52.522, 00000000:01:00.0, 2 %, 1 %, 2078 MiB, 16303 MiB, 38, 115.59 W, 2865 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:52.723, 00000000:01:00.0, 2 %, 1 %, 2078 MiB, 16303 MiB, 38, 115.59 W, 2865 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:52.924, 00000000:01:00.0, 96 %, 40 %, 2078 MiB, 16303 MiB, 45, 82.64 W, 2865 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:53.125, 00000000:01:00.0, 96 %, 40 %, 2078 MiB, 16303 MiB, 45, 82.64 W, 2865 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:53.326, 00000000:01:00.0, 96 %, 40 %, 2078 MiB, 16303 MiB, 46, 132.85 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:53.527, 00000000:01:00.0, 96 %, 40 %, 2078 MiB, 16303 MiB, 46, 132.85 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:53.727, 00000000:01:00.0, 96 %, 40 %, 2078 MiB, 16303 MiB, 46, 132.85 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:53.928, 00000000:01:00.0, 97 %, 40 %, 2078 MiB, 16303 MiB, 47, 183.28 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:54.130, 00000000:01:00.0, 97 %, 40 %, 2078 MiB, 16303 MiB, 47, 183.28 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:54.331, 00000000:01:00.0, 96 %, 40 %, 2072 MiB, 16303 MiB, 47, 183.21 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:54.532, 00000000:01:00.0, 96 %, 40 %, 2072 MiB, 16303 MiB, 47, 183.21 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:54.733, 00000000:01:00.0, 96 %, 39 %, 2072 MiB, 16303 MiB, 47, 182.88 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:54.934, 00000000:01:00.0, 96 %, 39 %, 2072 MiB, 16303 MiB, 47, 182.88 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:55.135, 00000000:01:00.0, 96 %, 39 %, 2072 MiB, 16303 MiB, 47, 182.88 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:55.336, 00000000:01:00.0, 62 %, 25 %, 2072 MiB, 16303 MiB, 41, 179.63 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:55.538, 00000000:01:00.0, 62 %, 25 %, 2072 MiB, 16303 MiB, 41, 179.63 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:55.738, 00000000:01:00.0, 94 %, 39 %, 2072 MiB, 16303 MiB, 47, 154.16 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:55.939, 00000000:01:00.0, 94 %, 39 %, 2072 MiB, 16303 MiB, 47, 154.16 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:56.140, 00000000:01:00.0, 94 %, 39 %, 2072 MiB, 16303 MiB, 47, 154.16 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:56.341, 00000000:01:00.0, 96 %, 40 %, 2072 MiB, 16303 MiB, 48, 155.13 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:56.542, 00000000:01:00.0, 96 %, 40 %, 2072 MiB, 16303 MiB, 48, 155.13 W, 2857 MHz, 14001 MHz, 5, 16
2026/02/12 15:49:56.743, 00000000:01:00.0, 96 %, 39 %, 765 MiB, 16303 MiB, 48, 185.54 W, 2857 MHz, 14001 MHz, 5, 16

# Benchmark phase markers
# MARKER: START pp1024+tg16 @ 2026/02/12 15:49:36.617132
# MARKER: END pp1024+tg16 @ 2026/02/12 15:49:47.988622
# MARKER: START pp1024+tg1024 @ 2026/02/12 15:49:47.988674
# MARKER: END pp1024+tg1024 @ 2026/02/12 15:49:51.679544
# MARKER: START pp16+tg1536 @ 2026/02/12 15:49:51.679594
# MARKER: END pp16+tg1536 @ 2026/02/12 15:49:56.790337
