timestamp, pci.bus_id, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], pcie.link.gen.current, pcie.link.width.current
2026/02/12 15:50:44.493, 00000000:01:00.0, 97 %, 76 %, 5637 MiB, 16303 MiB, 59, 258.91 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:44.695, 00000000:01:00.0, 97 %, 76 %, 5637 MiB, 16303 MiB, 59, 258.91 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:44.896, 00000000:01:00.0, 97 %, 76 %, 5637 MiB, 16303 MiB, 59, 258.39 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:45.098, 00000000:01:00.0, 97 %, 76 %, 5637 MiB, 16303 MiB, 59, 258.39 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:45.299, 00000000:01:00.0, 97 %, 76 %, 5637 MiB, 16303 MiB, 59, 258.39 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:45.500, 00000000:01:00.0, 98 %, 76 %, 5637 MiB, 16303 MiB, 59, 257.71 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:45.702, 00000000:01:00.0, 98 %, 76 %, 5637 MiB, 16303 MiB, 59, 257.71 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:45.903, 00000000:01:00.0, 99 %, 77 %, 5637 MiB, 16303 MiB, 59, 257.91 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:46.104, 00000000:01:00.0, 99 %, 77 %, 5637 MiB, 16303 MiB, 59, 257.91 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:46.305, 00000000:01:00.0, 99 %, 77 %, 5637 MiB, 16303 MiB, 59, 257.91 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:46.507, 00000000:01:00.0, 99 %, 77 %, 5637 MiB, 16303 MiB, 59, 258.73 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:46.708, 00000000:01:00.0, 99 %, 77 %, 5637 MiB, 16303 MiB, 59, 258.73 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:46.910, 00000000:01:00.0, 98 %, 76 %, 5637 MiB, 16303 MiB, 59, 259.39 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:47.111, 00000000:01:00.0, 98 %, 76 %, 5637 MiB, 16303 MiB, 59, 259.39 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:47.312, 00000000:01:00.0, 98 %, 76 %, 5637 MiB, 16303 MiB, 59, 259.39 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:47.513, 00000000:01:00.0, 99 %, 76 %, 5637 MiB, 16303 MiB, 59, 258.82 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:47.714, 00000000:01:00.0, 99 %, 76 %, 5637 MiB, 16303 MiB, 59, 258.82 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:47.916, 00000000:01:00.0, 99 %, 76 %, 5637 MiB, 16303 MiB, 59, 258.51 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:48.117, 00000000:01:00.0, 99 %, 76 %, 5637 MiB, 16303 MiB, 59, 258.51 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:48.318, 00000000:01:00.0, 99 %, 76 %, 5637 MiB, 16303 MiB, 59, 258.51 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:48.520, 00000000:01:00.0, 99 %, 76 %, 5637 MiB, 16303 MiB, 59, 258.99 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:48.721, 00000000:01:00.0, 99 %, 76 %, 5637 MiB, 16303 MiB, 59, 258.99 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:48.922, 00000000:01:00.0, 99 %, 77 %, 5637 MiB, 16303 MiB, 60, 259.28 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:49.123, 00000000:01:00.0, 99 %, 77 %, 5637 MiB, 16303 MiB, 60, 259.28 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:49.325, 00000000:01:00.0, 99 %, 77 %, 5637 MiB, 16303 MiB, 60, 259.28 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:49.526, 00000000:01:00.0, 99 %, 77 %, 5637 MiB, 16303 MiB, 60, 261.31 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:49.727, 00000000:01:00.0, 99 %, 77 %, 5637 MiB, 16303 MiB, 60, 261.31 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:49.929, 00000000:01:00.0, 99 %, 77 %, 5637 MiB, 16303 MiB, 60, 263.36 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:50.130, 00000000:01:00.0, 99 %, 77 %, 5637 MiB, 16303 MiB, 60, 263.36 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:50.331, 00000000:01:00.0, 99 %, 77 %, 5637 MiB, 16303 MiB, 60, 263.36 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:50.533, 00000000:01:00.0, 99 %, 77 %, 5637 MiB, 16303 MiB, 60, 263.50 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:50.734, 00000000:01:00.0, 99 %, 77 %, 5637 MiB, 16303 MiB, 60, 263.50 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:50.935, 00000000:01:00.0, 99 %, 77 %, 5637 MiB, 16303 MiB, 61, 264.38 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:51.136, 00000000:01:00.0, 99 %, 77 %, 5637 MiB, 16303 MiB, 61, 264.38 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:51.338, 00000000:01:00.0, 99 %, 77 %, 5637 MiB, 16303 MiB, 61, 264.38 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:51.539, 00000000:01:00.0, 97 %, 76 %, 5637 MiB, 16303 MiB, 61, 265.70 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:51.740, 00000000:01:00.0, 97 %, 76 %, 5637 MiB, 16303 MiB, 61, 265.70 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:51.942, 00000000:01:00.0, 97 %, 76 %, 5637 MiB, 16303 MiB, 61, 265.70 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:52.143, 00000000:01:00.0, 97 %, 76 %, 5637 MiB, 16303 MiB, 61, 265.70 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:52.345, 00000000:01:00.0, 97 %, 76 %, 5637 MiB, 16303 MiB, 61, 265.70 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:52.546, 00000000:01:00.0, 97 %, 76 %, 5637 MiB, 16303 MiB, 61, 265.32 W, 2835 MHz, 14001 MHz, 5, 16

# Benchmark phase markers
# MARKER: START pp1024+tg16 @ 2026/02/12 15:50:28.767816
# MARKER: END pp1024+tg16 @ 2026/02/12 15:50:30.661478
# MARKER: START pp1024+tg1024 @ 2026/02/12 15:50:30.661544
# MARKER: END pp1024+tg1024 @ 2026/02/12 15:50:39.927046
# MARKER: START pp16+tg1536 @ 2026/02/12 15:50:39.927099
# MARKER: END pp16+tg1536 @ 2026/02/12 15:50:52.688314
