timestamp, pci.bus_id, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], pcie.link.gen.current, pcie.link.width.current
2026/02/12 15:55:15.694, 00000000:01:00.0, 99 %, 81 %, 8188 MiB, 16303 MiB, 64, 280.41 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:15.895, 00000000:01:00.0, 99 %, 81 %, 8188 MiB, 16303 MiB, 64, 280.41 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:16.096, 00000000:01:00.0, 99 %, 81 %, 8188 MiB, 16303 MiB, 64, 280.41 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:16.297, 00000000:01:00.0, 99 %, 82 %, 8188 MiB, 16303 MiB, 65, 280.86 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:16.498, 00000000:01:00.0, 99 %, 82 %, 8188 MiB, 16303 MiB, 65, 280.86 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:16.699, 00000000:01:00.0, 99 %, 83 %, 8188 MiB, 16303 MiB, 65, 283.05 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:16.900, 00000000:01:00.0, 99 %, 83 %, 8188 MiB, 16303 MiB, 65, 283.05 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:17.101, 00000000:01:00.0, 99 %, 83 %, 8188 MiB, 16303 MiB, 65, 283.05 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:17.302, 00000000:01:00.0, 99 %, 80 %, 8188 MiB, 16303 MiB, 65, 281.42 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:17.503, 00000000:01:00.0, 99 %, 80 %, 8188 MiB, 16303 MiB, 65, 281.42 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:17.704, 00000000:01:00.0, 99 %, 79 %, 8188 MiB, 16303 MiB, 65, 277.75 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:17.905, 00000000:01:00.0, 99 %, 79 %, 8188 MiB, 16303 MiB, 65, 277.75 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:18.106, 00000000:01:00.0, 99 %, 79 %, 8188 MiB, 16303 MiB, 65, 277.75 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:18.307, 00000000:01:00.0, 99 %, 80 %, 8188 MiB, 16303 MiB, 65, 279.61 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:18.508, 00000000:01:00.0, 99 %, 80 %, 8188 MiB, 16303 MiB, 65, 279.61 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:18.709, 00000000:01:00.0, 99 %, 80 %, 8188 MiB, 16303 MiB, 65, 282.10 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:18.911, 00000000:01:00.0, 99 %, 80 %, 8188 MiB, 16303 MiB, 65, 282.10 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:19.112, 00000000:01:00.0, 99 %, 80 %, 8188 MiB, 16303 MiB, 65, 282.10 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:19.313, 00000000:01:00.0, 99 %, 78 %, 8188 MiB, 16303 MiB, 65, 281.06 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:19.514, 00000000:01:00.0, 99 %, 78 %, 8188 MiB, 16303 MiB, 65, 281.06 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:19.715, 00000000:01:00.0, 99 %, 80 %, 8212 MiB, 16303 MiB, 66, 279.95 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:19.915, 00000000:01:00.0, 99 %, 80 %, 8212 MiB, 16303 MiB, 66, 279.95 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:20.117, 00000000:01:00.0, 99 %, 80 %, 8212 MiB, 16303 MiB, 66, 279.95 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:20.318, 00000000:01:00.0, 99 %, 81 %, 8176 MiB, 16303 MiB, 65, 280.80 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:20.519, 00000000:01:00.0, 99 %, 81 %, 8176 MiB, 16303 MiB, 65, 280.80 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:20.719, 00000000:01:00.0, 99 %, 82 %, 8176 MiB, 16303 MiB, 66, 281.92 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:20.920, 00000000:01:00.0, 99 %, 82 %, 8176 MiB, 16303 MiB, 66, 281.92 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:21.121, 00000000:01:00.0, 99 %, 82 %, 8176 MiB, 16303 MiB, 66, 281.92 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:21.323, 00000000:01:00.0, 99 %, 82 %, 8176 MiB, 16303 MiB, 66, 285.44 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:21.524, 00000000:01:00.0, 99 %, 82 %, 8177 MiB, 16303 MiB, 66, 285.44 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:21.725, 00000000:01:00.0, 99 %, 81 %, 8177 MiB, 16303 MiB, 66, 285.89 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:21.926, 00000000:01:00.0, 99 %, 81 %, 8177 MiB, 16303 MiB, 66, 285.89 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:22.127, 00000000:01:00.0, 99 %, 81 %, 8177 MiB, 16303 MiB, 66, 285.89 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:22.328, 00000000:01:00.0, 99 %, 82 %, 8177 MiB, 16303 MiB, 66, 284.98 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:22.530, 00000000:01:00.0, 99 %, 82 %, 8177 MiB, 16303 MiB, 66, 284.98 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:22.731, 00000000:01:00.0, 99 %, 83 %, 8177 MiB, 16303 MiB, 66, 285.51 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:22.932, 00000000:01:00.0, 99 %, 83 %, 8177 MiB, 16303 MiB, 66, 285.51 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:23.134, 00000000:01:00.0, 99 %, 83 %, 8177 MiB, 16303 MiB, 66, 285.51 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:23.335, 00000000:01:00.0, 99 %, 81 %, 8177 MiB, 16303 MiB, 66, 287.46 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:23.536, 00000000:01:00.0, 99 %, 81 %, 8183 MiB, 16303 MiB, 66, 287.46 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:23.737, 00000000:01:00.0, 99 %, 80 %, 8216 MiB, 16303 MiB, 66, 285.79 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:23.938, 00000000:01:00.0, 99 %, 80 %, 8216 MiB, 16303 MiB, 66, 285.79 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:24.139, 00000000:01:00.0, 99 %, 80 %, 8216 MiB, 16303 MiB, 66, 285.79 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:24.340, 00000000:01:00.0, 99 %, 79 %, 8220 MiB, 16303 MiB, 66, 282.05 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:24.540, 00000000:01:00.0, 99 %, 79 %, 8225 MiB, 16303 MiB, 66, 282.05 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:24.741, 00000000:01:00.0, 99 %, 74 %, 8223 MiB, 16303 MiB, 65, 274.33 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:24.942, 00000000:01:00.0, 99 %, 74 %, 8226 MiB, 16303 MiB, 65, 274.33 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:25.143, 00000000:01:00.0, 99 %, 74 %, 8346 MiB, 16303 MiB, 65, 274.33 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:25.343, 00000000:01:00.0, 99 %, 73 %, 8346 MiB, 16303 MiB, 65, 265.41 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:25.544, 00000000:01:00.0, 99 %, 73 %, 896 MiB, 16303 MiB, 65, 265.41 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:25.746, 00000000:01:00.0, 10 %, 1 %, 1126 MiB, 16303 MiB, 53, 208.33 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:55:25.947, 00000000:01:00.0, 10 %, 1 %, 7887 MiB, 16303 MiB, 53, 208.33 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:55:26.148, 00000000:01:00.0, 10 %, 1 %, 7966 MiB, 16303 MiB, 53, 208.33 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:55:26.349, 00000000:01:00.0, 61 %, 4 %, 896 MiB, 16303 MiB, 51, 122.22 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:26.564, 00000000:01:00.0, 61 %, 4 %, 1126 MiB, 16303 MiB, 51, 122.22 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:26.765, 00000000:01:00.0, 35 %, 2 %, 7890 MiB, 16303 MiB, 50, 67.18 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:26.967, 00000000:01:00.0, 35 %, 2 %, 8402 MiB, 16303 MiB, 50, 67.18 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:27.168, 00000000:01:00.0, 99 %, 73 %, 8402 MiB, 16303 MiB, 60, 106.10 W, 2842 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:27.369, 00000000:01:00.0, 99 %, 73 %, 8402 MiB, 16303 MiB, 60, 106.10 W, 2842 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:27.570, 00000000:01:00.0, 99 %, 73 %, 8402 MiB, 16303 MiB, 60, 106.10 W, 2842 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:27.771, 00000000:01:00.0, 99 %, 73 %, 8418 MiB, 16303 MiB, 63, 186.96 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:27.971, 00000000:01:00.0, 99 %, 73 %, 8418 MiB, 16303 MiB, 63, 186.96 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:28.172, 00000000:01:00.0, 99 %, 73 %, 8418 MiB, 16303 MiB, 63, 259.26 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:28.373, 00000000:01:00.0, 99 %, 73 %, 8418 MiB, 16303 MiB, 63, 259.26 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:28.574, 00000000:01:00.0, 99 %, 73 %, 8418 MiB, 16303 MiB, 63, 259.26 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:28.775, 00000000:01:00.0, 99 %, 73 %, 8418 MiB, 16303 MiB, 63, 259.99 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:28.976, 00000000:01:00.0, 99 %, 73 %, 8418 MiB, 16303 MiB, 63, 259.99 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:29.177, 00000000:01:00.0, 99 %, 73 %, 8418 MiB, 16303 MiB, 64, 260.61 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:29.378, 00000000:01:00.0, 99 %, 73 %, 8418 MiB, 16303 MiB, 64, 260.61 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:29.580, 00000000:01:00.0, 99 %, 73 %, 8418 MiB, 16303 MiB, 64, 260.61 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:29.780, 00000000:01:00.0, 99 %, 73 %, 8418 MiB, 16303 MiB, 64, 260.75 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:29.981, 00000000:01:00.0, 99 %, 73 %, 8686 MiB, 16303 MiB, 64, 260.75 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:30.182, 00000000:01:00.0, 98 %, 61 %, 8686 MiB, 16303 MiB, 62, 255.19 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:30.383, 00000000:01:00.0, 98 %, 61 %, 8821 MiB, 16303 MiB, 62, 255.19 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:30.584, 00000000:01:00.0, 98 %, 61 %, 8821 MiB, 16303 MiB, 62, 255.19 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:30.785, 00000000:01:00.0, 99 %, 62 %, 8805 MiB, 16303 MiB, 62, 241.45 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:30.986, 00000000:01:00.0, 99 %, 62 %, 8821 MiB, 16303 MiB, 62, 241.45 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:31.187, 00000000:01:00.0, 99 %, 61 %, 8821 MiB, 16303 MiB, 61, 229.10 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:31.388, 00000000:01:00.0, 99 %, 61 %, 8821 MiB, 16303 MiB, 61, 229.10 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:31.589, 00000000:01:00.0, 99 %, 61 %, 8805 MiB, 16303 MiB, 61, 229.10 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:31.789, 00000000:01:00.0, 99 %, 64 %, 8805 MiB, 16303 MiB, 61, 228.72 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:31.990, 00000000:01:00.0, 99 %, 64 %, 8805 MiB, 16303 MiB, 61, 228.72 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:32.191, 00000000:01:00.0, 99 %, 62 %, 8805 MiB, 16303 MiB, 62, 230.37 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:32.392, 00000000:01:00.0, 99 %, 62 %, 8805 MiB, 16303 MiB, 62, 230.37 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:32.593, 00000000:01:00.0, 99 %, 62 %, 8805 MiB, 16303 MiB, 62, 230.37 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:32.793, 00000000:01:00.0, 99 %, 62 %, 8805 MiB, 16303 MiB, 61, 231.13 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:32.994, 00000000:01:00.0, 99 %, 62 %, 8805 MiB, 16303 MiB, 61, 231.13 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:33.195, 00000000:01:00.0, 99 %, 62 %, 8805 MiB, 16303 MiB, 62, 230.88 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:33.396, 00000000:01:00.0, 99 %, 62 %, 8805 MiB, 16303 MiB, 62, 230.88 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:33.597, 00000000:01:00.0, 99 %, 62 %, 8805 MiB, 16303 MiB, 62, 230.88 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:33.797, 00000000:01:00.0, 99 %, 62 %, 8829 MiB, 16303 MiB, 62, 230.83 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:33.998, 00000000:01:00.0, 99 %, 62 %, 8829 MiB, 16303 MiB, 62, 230.83 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:34.199, 00000000:01:00.0, 99 %, 64 %, 8829 MiB, 16303 MiB, 62, 231.24 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:34.400, 00000000:01:00.0, 99 %, 64 %, 8829 MiB, 16303 MiB, 62, 231.24 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:34.601, 00000000:01:00.0, 99 %, 64 %, 8502 MiB, 16303 MiB, 62, 231.24 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:34.802, 00000000:01:00.0, 99 %, 80 %, 8545 MiB, 16303 MiB, 64, 240.95 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:35.003, 00000000:01:00.0, 99 %, 80 %, 8547 MiB, 16303 MiB, 64, 240.95 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:35.204, 00000000:01:00.0, 99 %, 79 %, 8547 MiB, 16303 MiB, 65, 262.47 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:35.405, 00000000:01:00.0, 99 %, 79 %, 8529 MiB, 16303 MiB, 65, 262.47 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:35.606, 00000000:01:00.0, 99 %, 79 %, 8529 MiB, 16303 MiB, 65, 262.47 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:35.807, 00000000:01:00.0, 99 %, 81 %, 8529 MiB, 16303 MiB, 66, 281.20 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:36.008, 00000000:01:00.0, 99 %, 81 %, 8529 MiB, 16303 MiB, 66, 281.20 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:36.209, 00000000:01:00.0, 99 %, 81 %, 8529 MiB, 16303 MiB, 66, 283.79 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:36.410, 00000000:01:00.0, 99 %, 81 %, 8527 MiB, 16303 MiB, 66, 283.79 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:36.611, 00000000:01:00.0, 99 %, 81 %, 8527 MiB, 16303 MiB, 66, 283.79 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:36.812, 00000000:01:00.0, 99 %, 80 %, 8529 MiB, 16303 MiB, 66, 284.26 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:37.013, 00000000:01:00.0, 99 %, 80 %, 8528 MiB, 16303 MiB, 66, 284.26 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:37.214, 00000000:01:00.0, 99 %, 79 %, 8528 MiB, 16303 MiB, 66, 281.77 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:37.415, 00000000:01:00.0, 99 %, 79 %, 8533 MiB, 16303 MiB, 66, 281.77 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:37.616, 00000000:01:00.0, 99 %, 79 %, 8533 MiB, 16303 MiB, 66, 281.77 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:37.817, 00000000:01:00.0, 99 %, 81 %, 8533 MiB, 16303 MiB, 66, 281.00 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:38.018, 00000000:01:00.0, 99 %, 81 %, 8533 MiB, 16303 MiB, 66, 281.00 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:38.219, 00000000:01:00.0, 99 %, 82 %, 8533 MiB, 16303 MiB, 66, 282.09 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:38.420, 00000000:01:00.0, 99 %, 82 %, 8533 MiB, 16303 MiB, 66, 282.09 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:38.621, 00000000:01:00.0, 99 %, 82 %, 8533 MiB, 16303 MiB, 66, 282.09 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:38.822, 00000000:01:00.0, 99 %, 82 %, 8533 MiB, 16303 MiB, 66, 285.92 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:39.023, 00000000:01:00.0, 99 %, 82 %, 8533 MiB, 16303 MiB, 66, 285.92 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:39.224, 00000000:01:00.0, 99 %, 79 %, 8533 MiB, 16303 MiB, 66, 287.29 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:39.424, 00000000:01:00.0, 99 %, 79 %, 8533 MiB, 16303 MiB, 66, 287.29 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:39.626, 00000000:01:00.0, 99 %, 79 %, 8533 MiB, 16303 MiB, 66, 287.29 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:39.827, 00000000:01:00.0, 97 %, 80 %, 8533 MiB, 16303 MiB, 66, 284.79 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:40.028, 00000000:01:00.0, 97 %, 80 %, 8533 MiB, 16303 MiB, 66, 284.79 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:40.230, 00000000:01:00.0, 99 %, 82 %, 8533 MiB, 16303 MiB, 67, 286.14 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:40.431, 00000000:01:00.0, 99 %, 82 %, 8532 MiB, 16303 MiB, 67, 286.14 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:40.632, 00000000:01:00.0, 99 %, 82 %, 8528 MiB, 16303 MiB, 67, 286.14 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:40.833, 00000000:01:00.0, 99 %, 81 %, 8526 MiB, 16303 MiB, 66, 288.41 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:41.034, 00000000:01:00.0, 99 %, 81 %, 8526 MiB, 16303 MiB, 66, 288.41 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:41.235, 00000000:01:00.0, 99 %, 82 %, 8526 MiB, 16303 MiB, 67, 287.50 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:41.436, 00000000:01:00.0, 99 %, 82 %, 8526 MiB, 16303 MiB, 67, 287.50 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:41.637, 00000000:01:00.0, 99 %, 82 %, 8526 MiB, 16303 MiB, 67, 287.50 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:41.838, 00000000:01:00.0, 99 %, 82 %, 8526 MiB, 16303 MiB, 67, 289.09 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:42.040, 00000000:01:00.0, 99 %, 82 %, 8526 MiB, 16303 MiB, 67, 289.09 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:42.241, 00000000:01:00.0, 99 %, 81 %, 8527 MiB, 16303 MiB, 67, 290.36 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:42.442, 00000000:01:00.0, 99 %, 81 %, 8515 MiB, 16303 MiB, 67, 290.36 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:42.642, 00000000:01:00.0, 99 %, 81 %, 8511 MiB, 16303 MiB, 67, 290.36 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:42.843, 00000000:01:00.0, 99 %, 82 %, 8511 MiB, 16303 MiB, 67, 288.25 W, 2827 MHz, 13801 MHz, 5, 16
