timestamp, pci.bus_id, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], pcie.link.gen.current, pcie.link.width.current
2026/02/12 15:54:23.881, 00000000:01:00.0, 92 %, 74 %, 5907 MiB, 16303 MiB, 64, 274.14 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:24.082, 00000000:01:00.0, 98 %, 79 %, 5907 MiB, 16303 MiB, 65, 279.47 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:24.284, 00000000:01:00.0, 98 %, 79 %, 5907 MiB, 16303 MiB, 65, 279.47 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:24.485, 00000000:01:00.0, 98 %, 79 %, 5907 MiB, 16303 MiB, 65, 282.62 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:24.686, 00000000:01:00.0, 98 %, 79 %, 5907 MiB, 16303 MiB, 65, 282.62 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:24.887, 00000000:01:00.0, 98 %, 79 %, 5907 MiB, 16303 MiB, 65, 282.62 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:25.088, 00000000:01:00.0, 98 %, 79 %, 5907 MiB, 16303 MiB, 65, 284.61 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:25.290, 00000000:01:00.0, 98 %, 79 %, 5907 MiB, 16303 MiB, 65, 284.61 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:25.490, 00000000:01:00.0, 98 %, 78 %, 5907 MiB, 16303 MiB, 65, 284.09 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:25.692, 00000000:01:00.0, 98 %, 78 %, 5907 MiB, 16303 MiB, 65, 284.09 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:25.893, 00000000:01:00.0, 98 %, 78 %, 5907 MiB, 16303 MiB, 65, 284.09 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:26.094, 00000000:01:00.0, 98 %, 77 %, 5907 MiB, 16303 MiB, 65, 283.19 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:26.294, 00000000:01:00.0, 98 %, 77 %, 5907 MiB, 16303 MiB, 65, 283.19 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:26.495, 00000000:01:00.0, 98 %, 78 %, 5907 MiB, 16303 MiB, 65, 281.24 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:26.696, 00000000:01:00.0, 98 %, 78 %, 5907 MiB, 16303 MiB, 65, 281.24 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:26.897, 00000000:01:00.0, 98 %, 78 %, 5907 MiB, 16303 MiB, 65, 281.24 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:27.098, 00000000:01:00.0, 98 %, 77 %, 5876 MiB, 16303 MiB, 65, 280.57 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:27.299, 00000000:01:00.0, 98 %, 77 %, 5876 MiB, 16303 MiB, 65, 280.57 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:27.500, 00000000:01:00.0, 98 %, 78 %, 5876 MiB, 16303 MiB, 65, 280.45 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:27.701, 00000000:01:00.0, 98 %, 78 %, 5876 MiB, 16303 MiB, 65, 280.45 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:27.903, 00000000:01:00.0, 98 %, 78 %, 5876 MiB, 16303 MiB, 65, 280.45 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:28.103, 00000000:01:00.0, 98 %, 77 %, 5876 MiB, 16303 MiB, 65, 280.37 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:28.304, 00000000:01:00.0, 98 %, 77 %, 5876 MiB, 16303 MiB, 65, 280.37 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:28.505, 00000000:01:00.0, 98 %, 77 %, 5876 MiB, 16303 MiB, 65, 280.63 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:28.706, 00000000:01:00.0, 98 %, 77 %, 5876 MiB, 16303 MiB, 65, 280.63 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:28.907, 00000000:01:00.0, 98 %, 77 %, 5876 MiB, 16303 MiB, 65, 280.63 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:29.108, 00000000:01:00.0, 98 %, 76 %, 5880 MiB, 16303 MiB, 65, 280.04 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:29.309, 00000000:01:00.0, 98 %, 76 %, 5916 MiB, 16303 MiB, 65, 280.04 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:29.510, 00000000:01:00.0, 98 %, 76 %, 5913 MiB, 16303 MiB, 65, 277.92 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:29.711, 00000000:01:00.0, 98 %, 76 %, 5914 MiB, 16303 MiB, 65, 277.92 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:29.912, 00000000:01:00.0, 98 %, 76 %, 5914 MiB, 16303 MiB, 65, 277.92 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:30.113, 00000000:01:00.0, 98 %, 78 %, 5914 MiB, 16303 MiB, 65, 277.20 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:30.314, 00000000:01:00.0, 98 %, 78 %, 5914 MiB, 16303 MiB, 65, 277.20 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:30.515, 00000000:01:00.0, 98 %, 78 %, 5914 MiB, 16303 MiB, 66, 281.11 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:30.716, 00000000:01:00.0, 98 %, 78 %, 5914 MiB, 16303 MiB, 66, 281.11 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:30.917, 00000000:01:00.0, 98 %, 78 %, 5914 MiB, 16303 MiB, 66, 281.11 W, 2827 MHz, 13801 MHz, 5, 16

# Benchmark phase markers
# MARKER: START pp1024+tg16 @ 2026/02/12 15:54:07.349622
# MARKER: END pp1024+tg16 @ 2026/02/12 15:54:09.063062
# MARKER: START pp1024+tg1024 @ 2026/02/12 15:54:09.063108
# MARKER: END pp1024+tg1024 @ 2026/02/12 15:54:18.382491
# MARKER: START pp16+tg1536 @ 2026/02/12 15:54:18.382540
# MARKER: END pp16+tg1536 @ 2026/02/12 15:54:31.107208
