timestamp, pci.bus_id, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], pcie.link.gen.current, pcie.link.width.current
2026/02/12 15:51:40.559, 00000000:01:00.0, 95 %, 76 %, 765 MiB, 16303 MiB, 50, 97.33 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:40.760, 00000000:01:00.0, 95 %, 76 %, 730 MiB, 16303 MiB, 50, 97.33 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:40.961, 00000000:01:00.0, 95 %, 76 %, 7534 MiB, 16303 MiB, 50, 97.33 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:41.162, 00000000:01:00.0, 2 %, 0 %, 7536 MiB, 16303 MiB, 48, 94.93 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:41.363, 00000000:01:00.0, 2 %, 0 %, 7530 MiB, 16303 MiB, 48, 94.93 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:41.565, 00000000:01:00.0, 38 %, 9 %, 8047 MiB, 16303 MiB, 58, 85.65 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:41.766, 00000000:01:00.0, 38 %, 9 %, 8046 MiB, 16303 MiB, 58, 85.65 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:41.967, 00000000:01:00.0, 38 %, 9 %, 8046 MiB, 16303 MiB, 58, 85.65 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:42.168, 00000000:01:00.0, 99 %, 28 %, 751 MiB, 16303 MiB, 59, 160.71 W, 2820 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:42.369, 00000000:01:00.0, 99 %, 28 %, 772 MiB, 16303 MiB, 59, 160.71 W, 2820 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:42.570, 00000000:01:00.0, 4 %, 1 %, 7560 MiB, 16303 MiB, 48, 160.34 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:42.771, 00000000:01:00.0, 4 %, 1 %, 7562 MiB, 16303 MiB, 48, 160.34 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:42.973, 00000000:01:00.0, 4 %, 1 %, 8015 MiB, 16303 MiB, 48, 160.34 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:43.174, 00000000:01:00.0, 38 %, 3 %, 8013 MiB, 16303 MiB, 55, 75.14 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:43.375, 00000000:01:00.0, 38 %, 3 %, 8007 MiB, 16303 MiB, 55, 75.14 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:43.576, 00000000:01:00.0, 99 %, 81 %, 8007 MiB, 16303 MiB, 60, 161.36 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:43.778, 00000000:01:00.0, 99 %, 81 %, 8007 MiB, 16303 MiB, 60, 161.36 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:43.979, 00000000:01:00.0, 99 %, 81 %, 8007 MiB, 16303 MiB, 60, 161.36 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:44.180, 00000000:01:00.0, 97 %, 79 %, 8007 MiB, 16303 MiB, 60, 241.19 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:44.381, 00000000:01:00.0, 97 %, 79 %, 8007 MiB, 16303 MiB, 60, 241.19 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:44.582, 00000000:01:00.0, 99 %, 81 %, 8007 MiB, 16303 MiB, 61, 261.80 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:44.783, 00000000:01:00.0, 99 %, 81 %, 8007 MiB, 16303 MiB, 61, 261.80 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:44.984, 00000000:01:00.0, 99 %, 81 %, 8007 MiB, 16303 MiB, 61, 261.80 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:45.186, 00000000:01:00.0, 99 %, 81 %, 8007 MiB, 16303 MiB, 61, 262.53 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:45.387, 00000000:01:00.0, 99 %, 81 %, 8007 MiB, 16303 MiB, 61, 262.53 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:45.588, 00000000:01:00.0, 99 %, 79 %, 8007 MiB, 16303 MiB, 61, 261.79 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:45.790, 00000000:01:00.0, 99 %, 79 %, 8007 MiB, 16303 MiB, 61, 261.79 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:45.991, 00000000:01:00.0, 99 %, 79 %, 8009 MiB, 16303 MiB, 61, 261.79 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:46.193, 00000000:01:00.0, 99 %, 79 %, 8009 MiB, 16303 MiB, 61, 260.03 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:46.394, 00000000:01:00.0, 99 %, 79 %, 8009 MiB, 16303 MiB, 61, 260.03 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:46.596, 00000000:01:00.0, 99 %, 80 %, 8009 MiB, 16303 MiB, 61, 260.05 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:46.797, 00000000:01:00.0, 99 %, 80 %, 8009 MiB, 16303 MiB, 61, 260.05 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:46.998, 00000000:01:00.0, 99 %, 80 %, 8009 MiB, 16303 MiB, 61, 260.05 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:47.200, 00000000:01:00.0, 99 %, 80 %, 8009 MiB, 16303 MiB, 62, 260.98 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:47.401, 00000000:01:00.0, 99 %, 80 %, 8009 MiB, 16303 MiB, 62, 260.98 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:47.603, 00000000:01:00.0, 98 %, 80 %, 8009 MiB, 16303 MiB, 62, 261.39 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:47.804, 00000000:01:00.0, 98 %, 80 %, 8009 MiB, 16303 MiB, 62, 261.39 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:48.005, 00000000:01:00.0, 98 %, 80 %, 8009 MiB, 16303 MiB, 62, 261.39 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:48.207, 00000000:01:00.0, 98 %, 80 %, 8009 MiB, 16303 MiB, 62, 261.86 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:48.408, 00000000:01:00.0, 98 %, 80 %, 8009 MiB, 16303 MiB, 62, 261.86 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:48.609, 00000000:01:00.0, 98 %, 78 %, 8009 MiB, 16303 MiB, 62, 261.06 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:48.811, 00000000:01:00.0, 98 %, 78 %, 8009 MiB, 16303 MiB, 62, 261.06 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:49.012, 00000000:01:00.0, 98 %, 78 %, 8009 MiB, 16303 MiB, 62, 261.06 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:49.214, 00000000:01:00.0, 98 %, 79 %, 8009 MiB, 16303 MiB, 62, 259.82 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:49.415, 00000000:01:00.0, 98 %, 79 %, 8009 MiB, 16303 MiB, 62, 259.82 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:49.617, 00000000:01:00.0, 98 %, 79 %, 8009 MiB, 16303 MiB, 62, 260.24 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:49.818, 00000000:01:00.0, 98 %, 79 %, 8009 MiB, 16303 MiB, 62, 260.24 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:50.019, 00000000:01:00.0, 98 %, 79 %, 8009 MiB, 16303 MiB, 62, 260.24 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:50.221, 00000000:01:00.0, 98 %, 79 %, 8009 MiB, 16303 MiB, 62, 260.56 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:50.422, 00000000:01:00.0, 98 %, 79 %, 8009 MiB, 16303 MiB, 62, 260.56 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:50.623, 00000000:01:00.0, 98 %, 79 %, 8009 MiB, 16303 MiB, 62, 261.24 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:50.825, 00000000:01:00.0, 98 %, 79 %, 8009 MiB, 16303 MiB, 62, 261.24 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:51.026, 00000000:01:00.0, 98 %, 79 %, 8009 MiB, 16303 MiB, 62, 261.24 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:51.228, 00000000:01:00.0, 98 %, 79 %, 8009 MiB, 16303 MiB, 62, 261.15 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:51.429, 00000000:01:00.0, 98 %, 79 %, 8009 MiB, 16303 MiB, 62, 261.15 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:51.630, 00000000:01:00.0, 97 %, 78 %, 8009 MiB, 16303 MiB, 63, 261.40 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:51.832, 00000000:01:00.0, 97 %, 78 %, 8009 MiB, 16303 MiB, 63, 261.40 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:52.033, 00000000:01:00.0, 98 %, 79 %, 8009 MiB, 16303 MiB, 63, 262.99 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:52.234, 00000000:01:00.0, 98 %, 79 %, 8009 MiB, 16303 MiB, 63, 262.99 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:52.436, 00000000:01:00.0, 98 %, 79 %, 8009 MiB, 16303 MiB, 63, 262.99 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:52.637, 00000000:01:00.0, 96 %, 77 %, 8009 MiB, 16303 MiB, 63, 263.57 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:52.838, 00000000:01:00.0, 96 %, 77 %, 8009 MiB, 16303 MiB, 63, 263.57 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:53.040, 00000000:01:00.0, 99 %, 79 %, 8009 MiB, 16303 MiB, 63, 263.55 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:53.241, 00000000:01:00.0, 99 %, 79 %, 8009 MiB, 16303 MiB, 63, 263.55 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:53.443, 00000000:01:00.0, 99 %, 79 %, 8009 MiB, 16303 MiB, 63, 263.55 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:53.644, 00000000:01:00.0, 98 %, 79 %, 8009 MiB, 16303 MiB, 63, 263.86 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:53.845, 00000000:01:00.0, 98 %, 79 %, 8009 MiB, 16303 MiB, 63, 263.86 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:54.047, 00000000:01:00.0, 99 %, 79 %, 8009 MiB, 16303 MiB, 63, 264.20 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:54.248, 00000000:01:00.0, 99 %, 79 %, 749 MiB, 16303 MiB, 63, 264.20 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:54.449, 00000000:01:00.0, 99 %, 79 %, 766 MiB, 16303 MiB, 63, 264.20 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:54.652, 00000000:01:00.0, 0 %, 0 %, 7554 MiB, 16303 MiB, 50, 195.45 W, 2842 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:54.853, 00000000:01:00.0, 0 %, 0 %, 7556 MiB, 16303 MiB, 50, 195.45 W, 2842 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:55.054, 00000000:01:00.0, 82 %, 4 %, 7623 MiB, 16303 MiB, 55, 89.37 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:55.255, 00000000:01:00.0, 82 %, 4 %, 762 MiB, 16303 MiB, 55, 89.37 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:55.456, 00000000:01:00.0, 82 %, 4 %, 2816 MiB, 16303 MiB, 55, 89.37 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:55.658, 00000000:01:00.0, 2 %, 0 %, 7554 MiB, 16303 MiB, 49, 73.91 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:55.860, 00000000:01:00.0, 2 %, 0 %, 7558 MiB, 16303 MiB, 49, 73.91 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:56.062, 00000000:01:00.0, 49 %, 3 %, 8089 MiB, 16303 MiB, 56, 75.25 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:56.263, 00000000:01:00.0, 49 %, 3 %, 8089 MiB, 16303 MiB, 56, 75.25 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:56.464, 00000000:01:00.0, 49 %, 3 %, 8089 MiB, 16303 MiB, 56, 75.25 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:56.666, 00000000:01:00.0, 98 %, 80 %, 8089 MiB, 16303 MiB, 61, 148.83 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:56.867, 00000000:01:00.0, 98 %, 80 %, 8089 MiB, 16303 MiB, 61, 148.83 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:57.069, 00000000:01:00.0, 96 %, 79 %, 8089 MiB, 16303 MiB, 62, 238.57 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:57.270, 00000000:01:00.0, 96 %, 79 %, 8089 MiB, 16303 MiB, 62, 238.57 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:57.471, 00000000:01:00.0, 96 %, 79 %, 8089 MiB, 16303 MiB, 62, 238.57 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:57.673, 00000000:01:00.0, 98 %, 80 %, 8089 MiB, 16303 MiB, 62, 261.85 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:57.874, 00000000:01:00.0, 98 %, 80 %, 8089 MiB, 16303 MiB, 62, 261.85 W, 2835 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:58.075, 00000000:01:00.0, 98 %, 80 %, 8089 MiB, 16303 MiB, 62, 262.55 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:58.277, 00000000:01:00.0, 98 %, 80 %, 8089 MiB, 16303 MiB, 62, 262.55 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:58.478, 00000000:01:00.0, 98 %, 80 %, 8089 MiB, 16303 MiB, 62, 262.55 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:58.679, 00000000:01:00.0, 98 %, 80 %, 8089 MiB, 16303 MiB, 62, 263.45 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:58.881, 00000000:01:00.0, 98 %, 80 %, 8089 MiB, 16303 MiB, 62, 263.45 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:59.083, 00000000:01:00.0, 98 %, 80 %, 8089 MiB, 16303 MiB, 62, 262.37 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:59.284, 00000000:01:00.0, 98 %, 80 %, 8089 MiB, 16303 MiB, 62, 262.37 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:59.485, 00000000:01:00.0, 98 %, 80 %, 8089 MiB, 16303 MiB, 62, 262.37 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:59.687, 00000000:01:00.0, 98 %, 80 %, 8089 MiB, 16303 MiB, 63, 261.61 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:51:59.888, 00000000:01:00.0, 98 %, 80 %, 8089 MiB, 16303 MiB, 63, 261.61 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:00.090, 00000000:01:00.0, 97 %, 79 %, 8089 MiB, 16303 MiB, 63, 262.15 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:00.291, 00000000:01:00.0, 97 %, 79 %, 8089 MiB, 16303 MiB, 63, 262.15 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:00.492, 00000000:01:00.0, 97 %, 79 %, 8089 MiB, 16303 MiB, 63, 262.15 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:00.694, 00000000:01:00.0, 98 %, 80 %, 8089 MiB, 16303 MiB, 63, 261.87 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:00.895, 00000000:01:00.0, 98 %, 80 %, 8089 MiB, 16303 MiB, 63, 261.87 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:01.096, 00000000:01:00.0, 99 %, 80 %, 8089 MiB, 16303 MiB, 63, 262.14 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:01.298, 00000000:01:00.0, 99 %, 80 %, 8089 MiB, 16303 MiB, 63, 262.14 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:01.499, 00000000:01:00.0, 99 %, 80 %, 8089 MiB, 16303 MiB, 63, 262.14 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:01.701, 00000000:01:00.0, 97 %, 79 %, 8089 MiB, 16303 MiB, 63, 262.73 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:01.902, 00000000:01:00.0, 97 %, 79 %, 8089 MiB, 16303 MiB, 63, 262.73 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:02.103, 00000000:01:00.0, 98 %, 79 %, 8089 MiB, 16303 MiB, 63, 261.47 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:02.305, 00000000:01:00.0, 98 %, 79 %, 8089 MiB, 16303 MiB, 63, 261.47 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:02.506, 00000000:01:00.0, 98 %, 79 %, 8089 MiB, 16303 MiB, 63, 261.47 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:02.708, 00000000:01:00.0, 98 %, 79 %, 8089 MiB, 16303 MiB, 63, 260.29 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:02.909, 00000000:01:00.0, 98 %, 79 %, 8089 MiB, 16303 MiB, 63, 260.29 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:03.110, 00000000:01:00.0, 98 %, 79 %, 8089 MiB, 16303 MiB, 63, 260.35 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:03.312, 00000000:01:00.0, 98 %, 79 %, 8089 MiB, 16303 MiB, 63, 260.35 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:03.513, 00000000:01:00.0, 98 %, 79 %, 8089 MiB, 16303 MiB, 63, 260.35 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:03.714, 00000000:01:00.0, 98 %, 79 %, 8089 MiB, 16303 MiB, 63, 261.32 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:03.916, 00000000:01:00.0, 98 %, 79 %, 8089 MiB, 16303 MiB, 63, 261.32 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:04.117, 00000000:01:00.0, 98 %, 79 %, 8089 MiB, 16303 MiB, 63, 261.70 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:04.319, 00000000:01:00.0, 98 %, 79 %, 8089 MiB, 16303 MiB, 63, 261.70 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:04.520, 00000000:01:00.0, 98 %, 79 %, 8089 MiB, 16303 MiB, 63, 261.70 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:04.721, 00000000:01:00.0, 98 %, 78 %, 8089 MiB, 16303 MiB, 63, 261.44 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:04.923, 00000000:01:00.0, 98 %, 78 %, 8089 MiB, 16303 MiB, 63, 261.44 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:05.124, 00000000:01:00.0, 98 %, 78 %, 8089 MiB, 16303 MiB, 63, 261.21 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:05.326, 00000000:01:00.0, 98 %, 78 %, 8089 MiB, 16303 MiB, 63, 261.21 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:05.527, 00000000:01:00.0, 98 %, 78 %, 8089 MiB, 16303 MiB, 63, 261.21 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:05.728, 00000000:01:00.0, 96 %, 77 %, 8089 MiB, 16303 MiB, 63, 260.69 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:05.930, 00000000:01:00.0, 96 %, 77 %, 8089 MiB, 16303 MiB, 63, 260.69 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:06.131, 00000000:01:00.0, 98 %, 78 %, 8089 MiB, 16303 MiB, 63, 260.30 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:06.333, 00000000:01:00.0, 98 %, 78 %, 8089 MiB, 16303 MiB, 63, 260.30 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:06.535, 00000000:01:00.0, 98 %, 78 %, 8089 MiB, 16303 MiB, 63, 260.60 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:06.736, 00000000:01:00.0, 98 %, 78 %, 8089 MiB, 16303 MiB, 63, 260.60 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:06.938, 00000000:01:00.0, 98 %, 78 %, 8089 MiB, 16303 MiB, 63, 260.60 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:07.139, 00000000:01:00.0, 98 %, 78 %, 8090 MiB, 16303 MiB, 63, 261.01 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:07.340, 00000000:01:00.0, 98 %, 78 %, 8090 MiB, 16303 MiB, 63, 261.01 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:07.542, 00000000:01:00.0, 98 %, 79 %, 8090 MiB, 16303 MiB, 64, 261.19 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:07.743, 00000000:01:00.0, 98 %, 79 %, 8090 MiB, 16303 MiB, 64, 261.19 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:07.944, 00000000:01:00.0, 98 %, 79 %, 8090 MiB, 16303 MiB, 64, 261.19 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:08.146, 00000000:01:00.0, 98 %, 79 %, 8090 MiB, 16303 MiB, 64, 262.76 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:08.347, 00000000:01:00.0, 98 %, 79 %, 8090 MiB, 16303 MiB, 64, 262.76 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:08.549, 00000000:01:00.0, 98 %, 79 %, 8090 MiB, 16303 MiB, 64, 264.33 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:08.750, 00000000:01:00.0, 98 %, 79 %, 8090 MiB, 16303 MiB, 64, 264.33 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:08.951, 00000000:01:00.0, 98 %, 79 %, 8090 MiB, 16303 MiB, 64, 264.33 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:09.153, 00000000:01:00.0, 96 %, 78 %, 8090 MiB, 16303 MiB, 64, 264.12 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:09.354, 00000000:01:00.0, 96 %, 78 %, 8090 MiB, 16303 MiB, 64, 264.12 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:09.555, 00000000:01:00.0, 98 %, 79 %, 8090 MiB, 16303 MiB, 64, 264.43 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:09.757, 00000000:01:00.0, 98 %, 79 %, 8090 MiB, 16303 MiB, 64, 264.43 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:09.958, 00000000:01:00.0, 98 %, 79 %, 8090 MiB, 16303 MiB, 64, 264.43 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:10.160, 00000000:01:00.0, 97 %, 79 %, 8090 MiB, 16303 MiB, 64, 264.87 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:10.361, 00000000:01:00.0, 97 %, 79 %, 8090 MiB, 16303 MiB, 64, 264.87 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:10.562, 00000000:01:00.0, 98 %, 79 %, 8090 MiB, 16303 MiB, 64, 266.32 W, 2827 MHz, 14001 MHz, 5, 16
2026/02/12 15:52:10.764, 00000000:01:00.0, 98 %, 79 %, 8090 MiB, 16303 MiB, 64, 266.32 W, 2827 MHz, 14001 MHz, 5, 16
