timestamp, pci.bus_id, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], pcie.link.gen.current, pcie.link.width.current
2026/02/12 15:54:39.079, 00000000:01:00.0, 98 %, 77 %, 8851 MiB, 16303 MiB, 63, 274.09 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:39.280, 00000000:01:00.0, 98 %, 77 %, 8851 MiB, 16303 MiB, 63, 274.09 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:39.482, 00000000:01:00.0, 98 %, 77 %, 8851 MiB, 16303 MiB, 63, 274.09 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:39.683, 00000000:01:00.0, 98 %, 78 %, 8851 MiB, 16303 MiB, 63, 272.91 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:39.884, 00000000:01:00.0, 98 %, 78 %, 8851 MiB, 16303 MiB, 63, 272.91 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:40.085, 00000000:01:00.0, 98 %, 77 %, 8851 MiB, 16303 MiB, 64, 272.03 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:40.286, 00000000:01:00.0, 98 %, 77 %, 8851 MiB, 16303 MiB, 64, 272.03 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:40.488, 00000000:01:00.0, 98 %, 77 %, 8851 MiB, 16303 MiB, 64, 272.03 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:40.689, 00000000:01:00.0, 98 %, 76 %, 8851 MiB, 16303 MiB, 64, 272.02 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:40.890, 00000000:01:00.0, 98 %, 76 %, 8851 MiB, 16303 MiB, 64, 272.02 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:41.091, 00000000:01:00.0, 98 %, 77 %, 8851 MiB, 16303 MiB, 64, 272.15 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:41.292, 00000000:01:00.0, 98 %, 77 %, 8851 MiB, 16303 MiB, 64, 272.15 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:41.493, 00000000:01:00.0, 98 %, 77 %, 8851 MiB, 16303 MiB, 64, 272.15 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:41.695, 00000000:01:00.0, 98 %, 75 %, 8851 MiB, 16303 MiB, 64, 271.58 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:41.896, 00000000:01:00.0, 98 %, 75 %, 8851 MiB, 16303 MiB, 64, 271.58 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:42.097, 00000000:01:00.0, 98 %, 77 %, 8851 MiB, 16303 MiB, 64, 271.13 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:42.298, 00000000:01:00.0, 98 %, 77 %, 8851 MiB, 16303 MiB, 64, 271.13 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:42.500, 00000000:01:00.0, 98 %, 77 %, 8851 MiB, 16303 MiB, 64, 271.13 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:42.700, 00000000:01:00.0, 98 %, 76 %, 8875 MiB, 16303 MiB, 64, 271.71 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:42.902, 00000000:01:00.0, 98 %, 76 %, 8875 MiB, 16303 MiB, 64, 271.71 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:43.103, 00000000:01:00.0, 98 %, 79 %, 8875 MiB, 16303 MiB, 64, 271.99 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:43.304, 00000000:01:00.0, 98 %, 79 %, 8875 MiB, 16303 MiB, 64, 271.99 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:43.505, 00000000:01:00.0, 98 %, 79 %, 8875 MiB, 16303 MiB, 64, 271.99 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:43.705, 00000000:01:00.0, 98 %, 79 %, 8875 MiB, 16303 MiB, 64, 273.43 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:43.906, 00000000:01:00.0, 98 %, 79 %, 8875 MiB, 16303 MiB, 64, 273.43 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:44.107, 00000000:01:00.0, 98 %, 79 %, 8875 MiB, 16303 MiB, 64, 275.23 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:44.308, 00000000:01:00.0, 98 %, 79 %, 8875 MiB, 16303 MiB, 64, 275.23 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:44.509, 00000000:01:00.0, 98 %, 79 %, 8875 MiB, 16303 MiB, 64, 275.23 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:44.710, 00000000:01:00.0, 98 %, 79 %, 8875 MiB, 16303 MiB, 64, 275.00 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:44.911, 00000000:01:00.0, 98 %, 79 %, 8875 MiB, 16303 MiB, 64, 275.00 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:45.111, 00000000:01:00.0, 98 %, 79 %, 8875 MiB, 16303 MiB, 64, 275.52 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:45.312, 00000000:01:00.0, 98 %, 79 %, 8875 MiB, 16303 MiB, 64, 275.52 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:45.513, 00000000:01:00.0, 98 %, 79 %, 8875 MiB, 16303 MiB, 64, 275.52 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:45.714, 00000000:01:00.0, 98 %, 79 %, 8875 MiB, 16303 MiB, 64, 274.76 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:45.915, 00000000:01:00.0, 98 %, 79 %, 8875 MiB, 16303 MiB, 64, 274.76 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:46.115, 00000000:01:00.0, 98 %, 79 %, 8875 MiB, 16303 MiB, 65, 274.51 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:46.316, 00000000:01:00.0, 98 %, 79 %, 8875 MiB, 16303 MiB, 65, 274.51 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:46.517, 00000000:01:00.0, 98 %, 79 %, 8875 MiB, 16303 MiB, 65, 274.51 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:46.719, 00000000:01:00.0, 98 %, 78 %, 8906 MiB, 16303 MiB, 64, 273.80 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:46.920, 00000000:01:00.0, 98 %, 78 %, 8906 MiB, 16303 MiB, 64, 273.80 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:47.121, 00000000:01:00.0, 98 %, 77 %, 8906 MiB, 16303 MiB, 64, 272.20 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:47.322, 00000000:01:00.0, 98 %, 77 %, 8906 MiB, 16303 MiB, 64, 272.20 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:47.523, 00000000:01:00.0, 98 %, 77 %, 8906 MiB, 16303 MiB, 64, 272.20 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:47.724, 00000000:01:00.0, 98 %, 77 %, 8906 MiB, 16303 MiB, 64, 270.72 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:47.925, 00000000:01:00.0, 98 %, 77 %, 8906 MiB, 16303 MiB, 64, 270.72 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:48.126, 00000000:01:00.0, 98 %, 77 %, 8906 MiB, 16303 MiB, 64, 271.04 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:48.327, 00000000:01:00.0, 98 %, 77 %, 8906 MiB, 16303 MiB, 64, 271.04 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:48.528, 00000000:01:00.0, 98 %, 77 %, 8906 MiB, 16303 MiB, 64, 270.88 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:48.729, 00000000:01:00.0, 98 %, 77 %, 8906 MiB, 16303 MiB, 64, 270.88 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:48.930, 00000000:01:00.0, 98 %, 77 %, 797 MiB, 16303 MiB, 64, 270.88 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:49.132, 00000000:01:00.0, 1 %, 1 %, 1010 MiB, 16303 MiB, 52, 231.06 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:49.333, 00000000:01:00.0, 1 %, 1 %, 7968 MiB, 16303 MiB, 52, 231.06 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:49.535, 00000000:01:00.0, 92 %, 6 %, 8072 MiB, 16303 MiB, 50, 139.14 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:49.736, 00000000:01:00.0, 92 %, 6 %, 740 MiB, 16303 MiB, 50, 139.14 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:49.951, 00000000:01:00.0, 92 %, 6 %, 968 MiB, 16303 MiB, 50, 139.14 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:50.152, 00000000:01:00.0, 1 %, 0 %, 7932 MiB, 16303 MiB, 49, 64.58 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:50.353, 00000000:01:00.0, 1 %, 0 %, 9034 MiB, 16303 MiB, 49, 64.58 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:50.555, 00000000:01:00.0, 54 %, 40 %, 9056 MiB, 16303 MiB, 59, 74.53 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:50.756, 00000000:01:00.0, 54 %, 40 %, 9056 MiB, 16303 MiB, 59, 74.53 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:50.957, 00000000:01:00.0, 54 %, 40 %, 9074 MiB, 16303 MiB, 59, 74.53 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:51.158, 00000000:01:00.0, 98 %, 76 %, 9102 MiB, 16303 MiB, 62, 161.84 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:51.359, 00000000:01:00.0, 98 %, 76 %, 9102 MiB, 16303 MiB, 62, 161.84 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:51.560, 00000000:01:00.0, 98 %, 77 %, 9104 MiB, 16303 MiB, 63, 267.68 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:51.762, 00000000:01:00.0, 98 %, 77 %, 9106 MiB, 16303 MiB, 63, 267.68 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:51.963, 00000000:01:00.0, 98 %, 77 %, 9086 MiB, 16303 MiB, 63, 267.68 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:52.164, 00000000:01:00.0, 98 %, 77 %, 9086 MiB, 16303 MiB, 63, 268.72 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:52.365, 00000000:01:00.0, 98 %, 77 %, 9086 MiB, 16303 MiB, 63, 268.72 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:52.566, 00000000:01:00.0, 98 %, 77 %, 9086 MiB, 16303 MiB, 64, 269.92 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:52.767, 00000000:01:00.0, 98 %, 77 %, 9089 MiB, 16303 MiB, 64, 269.92 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:52.968, 00000000:01:00.0, 98 %, 77 %, 9088 MiB, 16303 MiB, 64, 269.92 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:53.169, 00000000:01:00.0, 98 %, 77 %, 9088 MiB, 16303 MiB, 64, 270.55 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:53.370, 00000000:01:00.0, 98 %, 77 %, 9088 MiB, 16303 MiB, 64, 270.55 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:53.571, 00000000:01:00.0, 96 %, 74 %, 9088 MiB, 16303 MiB, 64, 270.61 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:53.772, 00000000:01:00.0, 96 %, 74 %, 9088 MiB, 16303 MiB, 64, 270.61 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:53.973, 00000000:01:00.0, 96 %, 74 %, 9088 MiB, 16303 MiB, 64, 270.61 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:54.175, 00000000:01:00.0, 98 %, 76 %, 9092 MiB, 16303 MiB, 64, 270.86 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:54.376, 00000000:01:00.0, 98 %, 76 %, 9090 MiB, 16303 MiB, 64, 270.86 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:54.577, 00000000:01:00.0, 98 %, 77 %, 9090 MiB, 16303 MiB, 64, 270.79 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:54.778, 00000000:01:00.0, 98 %, 77 %, 9090 MiB, 16303 MiB, 64, 270.79 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:54.979, 00000000:01:00.0, 98 %, 77 %, 9090 MiB, 16303 MiB, 64, 270.79 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:55.180, 00000000:01:00.0, 98 %, 75 %, 9077 MiB, 16303 MiB, 64, 270.61 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:55.381, 00000000:01:00.0, 98 %, 75 %, 9077 MiB, 16303 MiB, 64, 270.61 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:55.583, 00000000:01:00.0, 98 %, 76 %, 9077 MiB, 16303 MiB, 64, 269.32 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:55.784, 00000000:01:00.0, 98 %, 76 %, 9077 MiB, 16303 MiB, 64, 269.32 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:55.985, 00000000:01:00.0, 98 %, 76 %, 9077 MiB, 16303 MiB, 64, 269.32 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:56.186, 00000000:01:00.0, 98 %, 76 %, 9077 MiB, 16303 MiB, 65, 271.33 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:56.387, 00000000:01:00.0, 98 %, 76 %, 9077 MiB, 16303 MiB, 65, 271.33 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:56.589, 00000000:01:00.0, 98 %, 76 %, 9101 MiB, 16303 MiB, 62, 272.82 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:56.789, 00000000:01:00.0, 98 %, 76 %, 9101 MiB, 16303 MiB, 62, 272.82 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:56.990, 00000000:01:00.0, 98 %, 76 %, 9101 MiB, 16303 MiB, 62, 272.82 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:57.191, 00000000:01:00.0, 98 %, 78 %, 9101 MiB, 16303 MiB, 65, 269.86 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:57.392, 00000000:01:00.0, 98 %, 78 %, 9101 MiB, 16303 MiB, 65, 269.86 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:57.594, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 271.09 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:57.795, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 271.09 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:57.996, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 271.09 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:58.198, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 274.78 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:58.398, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 274.78 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:58.600, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 275.84 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:58.801, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 275.84 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:59.002, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 275.84 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:59.204, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 276.46 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:59.405, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 276.46 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:59.606, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 64, 277.58 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:59.807, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 64, 277.58 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:00.008, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 64, 277.58 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:00.209, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 277.36 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:00.410, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 277.36 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:00.611, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 276.78 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:00.813, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 276.78 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:01.013, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 276.78 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:01.215, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 277.00 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:01.416, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 277.00 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:01.617, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 277.05 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:01.819, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 277.05 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:02.019, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 277.05 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:02.221, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 277.35 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:02.422, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 277.35 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:02.623, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 276.96 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:02.824, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 65, 276.96 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:03.025, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 66, 276.67 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:03.226, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 66, 276.67 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:03.427, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 66, 276.67 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:03.628, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 66, 277.45 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:03.829, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 66, 277.45 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:04.030, 00000000:01:00.0, 98 %, 78 %, 9101 MiB, 16303 MiB, 65, 276.95 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:04.232, 00000000:01:00.0, 98 %, 78 %, 9101 MiB, 16303 MiB, 65, 276.95 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:04.433, 00000000:01:00.0, 98 %, 78 %, 9101 MiB, 16303 MiB, 65, 276.95 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:04.634, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 66, 276.34 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:04.835, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 66, 276.34 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:05.036, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 66, 276.83 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:05.237, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 66, 276.83 W, 2820 MHz, 13801 MHz, 5, 16
