timestamp, pci.bus_id, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], pcie.link.gen.current, pcie.link.width.current
2026/02/12 15:53:56.358, 00000000:01:00.0, 92 %, 65 %, 3944 MiB, 16303 MiB, 61, 268.13 W, 2835 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:56.559, 00000000:01:00.0, 97 %, 72 %, 3908 MiB, 16303 MiB, 62, 270.04 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:56.760, 00000000:01:00.0, 97 %, 72 %, 3908 MiB, 16303 MiB, 62, 270.04 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:56.962, 00000000:01:00.0, 97 %, 72 %, 3908 MiB, 16303 MiB, 62, 270.04 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:57.163, 00000000:01:00.0, 97 %, 73 %, 3908 MiB, 16303 MiB, 62, 275.03 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:57.364, 00000000:01:00.0, 97 %, 73 %, 3908 MiB, 16303 MiB, 62, 275.03 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:57.565, 00000000:01:00.0, 97 %, 72 %, 3908 MiB, 16303 MiB, 62, 275.37 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:57.766, 00000000:01:00.0, 97 %, 72 %, 3908 MiB, 16303 MiB, 62, 275.37 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:57.967, 00000000:01:00.0, 97 %, 72 %, 3908 MiB, 16303 MiB, 62, 275.37 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:58.168, 00000000:01:00.0, 97 %, 73 %, 1004 MiB, 16303 MiB, 63, 275.32 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:58.369, 00000000:01:00.0, 97 %, 73 %, 976 MiB, 16303 MiB, 63, 275.32 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:58.571, 00000000:01:00.0, 1 %, 0 %, 3346 MiB, 16303 MiB, 49, 219.03 W, 2835 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:58.772, 00000000:01:00.0, 1 %, 0 %, 1008 MiB, 16303 MiB, 49, 219.03 W, 2835 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:58.973, 00000000:01:00.0, 1 %, 0 %, 980 MiB, 16303 MiB, 49, 219.03 W, 2835 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:59.175, 00000000:01:00.0, 1 %, 0 %, 3350 MiB, 16303 MiB, 48, 106.81 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:59.376, 00000000:01:00.0, 1 %, 0 %, 3952 MiB, 16303 MiB, 48, 106.81 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:59.577, 00000000:01:00.0, 97 %, 73 %, 3952 MiB, 16303 MiB, 59, 87.54 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:59.778, 00000000:01:00.0, 97 %, 73 %, 3952 MiB, 16303 MiB, 59, 87.54 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:59.979, 00000000:01:00.0, 97 %, 73 %, 3952 MiB, 16303 MiB, 59, 87.54 W, 2850 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:00.181, 00000000:01:00.0, 97 %, 73 %, 3952 MiB, 16303 MiB, 62, 182.49 W, 2835 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:00.381, 00000000:01:00.0, 97 %, 73 %, 3952 MiB, 16303 MiB, 62, 182.49 W, 2835 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:00.583, 00000000:01:00.0, 97 %, 69 %, 3950 MiB, 16303 MiB, 62, 274.94 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:00.784, 00000000:01:00.0, 97 %, 69 %, 3950 MiB, 16303 MiB, 62, 274.94 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:00.985, 00000000:01:00.0, 97 %, 69 %, 3950 MiB, 16303 MiB, 62, 274.94 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:01.186, 00000000:01:00.0, 97 %, 70 %, 3950 MiB, 16303 MiB, 63, 273.02 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:01.387, 00000000:01:00.0, 97 %, 70 %, 3950 MiB, 16303 MiB, 63, 273.02 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:01.587, 00000000:01:00.0, 97 %, 69 %, 3974 MiB, 16303 MiB, 63, 270.59 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:01.788, 00000000:01:00.0, 97 %, 69 %, 3974 MiB, 16303 MiB, 63, 270.59 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:01.989, 00000000:01:00.0, 97 %, 69 %, 3974 MiB, 16303 MiB, 63, 270.59 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:02.191, 00000000:01:00.0, 97 %, 74 %, 3974 MiB, 16303 MiB, 63, 271.38 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:02.392, 00000000:01:00.0, 97 %, 74 %, 3974 MiB, 16303 MiB, 63, 271.38 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:02.593, 00000000:01:00.0, 97 %, 72 %, 3974 MiB, 16303 MiB, 63, 275.81 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:02.793, 00000000:01:00.0, 97 %, 72 %, 3974 MiB, 16303 MiB, 63, 275.81 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:02.995, 00000000:01:00.0, 97 %, 72 %, 3974 MiB, 16303 MiB, 63, 275.81 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:03.196, 00000000:01:00.0, 97 %, 70 %, 3974 MiB, 16303 MiB, 63, 276.82 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:03.397, 00000000:01:00.0, 97 %, 70 %, 3974 MiB, 16303 MiB, 63, 276.82 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:03.598, 00000000:01:00.0, 97 %, 73 %, 3974 MiB, 16303 MiB, 64, 275.02 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:03.800, 00000000:01:00.0, 97 %, 73 %, 3974 MiB, 16303 MiB, 64, 275.02 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:04.000, 00000000:01:00.0, 97 %, 73 %, 3974 MiB, 16303 MiB, 64, 275.02 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:04.202, 00000000:01:00.0, 97 %, 73 %, 3974 MiB, 16303 MiB, 64, 277.57 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:04.402, 00000000:01:00.0, 97 %, 73 %, 3976 MiB, 16303 MiB, 64, 277.57 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:04.603, 00000000:01:00.0, 97 %, 72 %, 3976 MiB, 16303 MiB, 64, 278.84 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:04.804, 00000000:01:00.0, 97 %, 72 %, 3976 MiB, 16303 MiB, 64, 278.84 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:05.005, 00000000:01:00.0, 97 %, 72 %, 3976 MiB, 16303 MiB, 64, 278.84 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:05.207, 00000000:01:00.0, 96 %, 72 %, 3976 MiB, 16303 MiB, 64, 277.89 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:05.408, 00000000:01:00.0, 96 %, 72 %, 3976 MiB, 16303 MiB, 64, 277.89 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:05.609, 00000000:01:00.0, 97 %, 74 %, 3976 MiB, 16303 MiB, 64, 278.71 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:05.810, 00000000:01:00.0, 97 %, 74 %, 3976 MiB, 16303 MiB, 64, 278.71 W, 2827 MHz, 13801 MHz, 5, 16
2026/02/12 15:54:06.011, 00000000:01:00.0, 97 %, 74 %, 3976 MiB, 16303 MiB, 64, 278.71 W, 2827 MHz, 13801 MHz, 5, 16

# Benchmark phase markers
# MARKER: START pp1024+tg16 @ 2026/02/12 15:53:50.908564
# MARKER: END pp1024+tg16 @ 2026/02/12 15:53:52.384088
# MARKER: START pp1024+tg1024 @ 2026/02/12 15:53:52.384140
# MARKER: END pp1024+tg1024 @ 2026/02/12 15:53:58.245765
# MARKER: START pp16+tg1536 @ 2026/02/12 15:53:58.245824
# MARKER: END pp16+tg1536 @ 2026/02/12 15:54:06.127698
