timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], clocks.current.graphics [MHz], clocks.current.memory [MHz], temperature.gpu
2026/02/15 19:49:12.855, 98, 35, 5501, 97887, 204.61, 877, 12481, 85
2026/02/15 19:49:13.855, 99, 31, 5501, 97887, 195.83, 735, 12481, 85
2026/02/15 19:49:14.856, 99, 29, 5501, 97887, 190.24, 690, 12481, 85
2026/02/15 19:49:15.856, 99, 26, 5501, 97887, 183.13, 570, 12481, 85
2026/02/15 19:49:16.856, 99, 27, 5501, 97887, 178.62, 577, 12481, 85
2026/02/15 19:49:17.856, 99, 25, 5501, 97887, 174.98, 570, 12481, 85
2026/02/15 19:49:18.856, 99, 21, 5501, 97887, 164.62, 510, 12481, 85
2026/02/15 19:49:19.856, 99, 11, 5501, 97887, 149.05, 442, 12481, 85
2026/02/15 19:49:20.856, 99, 14, 5501, 97887, 140.94, 442, 12481, 84
2026/02/15 19:49:21.856, 100, 10, 5501, 97887, 138.30, 435, 12481, 85
2026/02/15 19:49:22.857, 99, 15, 5501, 97887, 140.52, 435, 12481, 84
2026/02/15 19:49:23.857, 99, 13, 5501, 97887, 142.81, 450, 12481, 85
2026/02/15 19:49:24.857, 99, 13, 5501, 97887, 146.14, 450, 12481, 85
2026/02/15 19:49:25.857, 99, 10, 5501, 97887, 135.00, 420, 12481, 85
2026/02/15 19:49:26.857, 100, 10, 5501, 97887, 132.16, 420, 12481, 85
2026/02/15 19:49:27.857, 100, 10, 5501, 97887, 132.97, 420, 12481, 85
2026/02/15 19:49:28.857, 100, 10, 5501, 97887, 133.14, 420, 12481, 85
2026/02/15 19:49:29.858, 99, 10, 5501, 97887, 133.62, 420, 12481, 85
2026/02/15 19:49:30.858, 99, 10, 5501, 97887, 132.58, 420, 12481, 85
2026/02/15 19:49:31.858, 100, 10, 5501, 97887, 132.73, 420, 12481, 85
2026/02/15 19:49:32.858, 100, 10, 5501, 97887, 134.07, 420, 12481, 85
2026/02/15 19:49:33.858, 99, 10, 5501, 97887, 134.73, 420, 12481, 85
2026/02/15 19:49:34.858, 100, 10, 5501, 97887, 133.35, 420, 12481, 85
2026/02/15 19:49:35.858, 99, 10, 5501, 97887, 134.02, 420, 12481, 85
2026/02/15 19:49:36.859, 100, 10, 5501, 97887, 133.46, 420, 12481, 86
2026/02/15 19:49:37.859, 100, 10, 5501, 97887, 133.50, 420, 12481, 86
2026/02/15 19:49:38.859, 99, 10, 5501, 97887, 133.66, 420, 12481, 86
2026/02/15 19:49:39.859, 99, 10, 5501, 97887, 133.19, 420, 12481, 86
2026/02/15 19:49:40.859, 99, 10, 5501, 97887, 134.79, 420, 12481, 86
2026/02/15 19:49:41.859, 99, 10, 5501, 97887, 135.48, 420, 12481, 86
2026/02/15 19:49:42.859, 99, 10, 5501, 97887, 134.74, 420, 12481, 86
2026/02/15 19:49:43.859, 99, 10, 5501, 97887, 133.62, 420, 12481, 86
2026/02/15 19:49:44.860, 99, 10, 5501, 97887, 134.62, 420, 12481, 86
2026/02/15 19:49:45.860, 99, 10, 5501, 97887, 133.99, 420, 12481, 86
2026/02/15 19:49:46.860, 99, 10, 5501, 97887, 135.42, 420, 12481, 86
2026/02/15 19:49:47.860, 100, 10, 5501, 97887, 135.56, 420, 12481, 86
2026/02/15 19:49:48.860, 100, 10, 5501, 97887, 135.07, 420, 12481, 86
2026/02/15 19:49:49.860, 100, 10, 5501, 97887, 137.22, 420, 12481, 87
